fk_customer,channel,partner,device,first_sale_number,age,gender,state,expected_delivery_date,delivered_date,first_sale_date,second_sale_date,has_marketplace,has_crossdocking,has_private_label,has_brands,gmv
1723152,CRM - WEBPUSH,CRITEO,APP ANDROID,68561144,29,female,sao paulo,20180130,20180130,20180115,20180124,0,0,0,1,394.98
31206816,ORGANIC,GOOGLE,DESKTOP,4466306086,31,female,rio grande do norte,20190228,20190223,20190207,,0,0,0,1,34.99
28544160,FACEBOOKADS - PROSPECT,FACEBOOK,M+T SITE,4459924372,43,male,são paulo,20180813,20180813,20180808,,0,0,0,1,269.98
32016250,FACEBOOKADS - STATIC,FACEBOOK,M+T SITE,4467874965,29,female,ceará,20190418,20190405,20190331,20190331,1,0,0,1,328.89
36240442,DIRECT,UNKNOWN,DESKTOP,4474094052,35,male,bahia,20191008,20190930,20190918,,0,0,0,0,149.89
22381454,FACEBOOKADS - APP,FACEBOOK,APP ANDROID,4473991812,36,female,distrito federal,20190925,20190919,20190915,,0,0,0,1,209.99
25668855,FACEBOOKADS - PROSPECT,FACEBOOK,M+T SITE,4472876266,26,female,minas gerais,,20190820,20190813,,1,0,0,0,72.90
23501406,ORGANIC,FACEBOOK,DESKTOP,53666154,40,female,rio grande do sul,20180518,20180509,20180504,20190516,0,0,1,0,199.00
20316784,EXCHANGED,CUPONOMIA,DESKTOP,44129714,30,female,paraná,20180524,20180522,20180516,20180825,0,0,0,0,239.89
30958236,SEM BRAND,GOOGLE,DESKTOP,4465473362,27,male,mato grosso,20190129,20190116,20190110,,0,0,0,1,279.95
28494275,DIRECT,UNKNOWN,DESKTOP,4459790722,49,female,são paulo,20180809,20180810,20180804,,0,0,0,1,109.99
29295711,FACEBOOKADS - APP,FACEBOOK,APP IOS,2923018,19,male,rio grande do sul,20181029,20181018,20181009,20181116,0,0,0,1,99.99
28805731,SEM NON-BRAND,GOOGLE,M+T SITE,4460654015,37,female,rio grande do sul,20180906,20180903,20180828,,0,0,0,1,179.99
789750,DIRECT,UNKNOWN,DESKTOP,4472948576,25,male,bahia,20190904,20190827,20190815,,0,0,0,1,119.89
32486898,SEM BRAND,GOOGLE,DESKTOP,4468850313,30,male,santa catarina,20190509,20190508,20190429,,0,0,0,0,69.99
23849755,REFERRAL,UNKOWN,DESKTOP,547238,40,male,distrito federal,20180710,20180626,20180620,,0,0,0,1,174.99
5162019,DIRECT,DIRECT,APP ANDROID,4471932127,35,male,minas gerais,20190731,20190725,20190719,,0,0,0,1,876.71
14377078,DIRECT,DIRECT,APP IOS,4471657814,19,female,rio grande do norte,20190724,20190719,20190711,,0,0,0,1,159.99
36294521,DIRECT,TOP+BANNER,APP ANDROID,4474215042,35,female,rio de janeiro,,20191007,20190922,,1,0,0,0,89.90
35141129,COMPARISON,GOOGLE,M+T SITE,4471646442,42,female,são paulo,20190911,20190812,20190711,,0,1,0,0,104.99
4294827,AFFILIATES - GENERAL,ZANOX,DESKTOP,4464740043,47,male,paraná,20190102,20181228,20181212,,1,0,0,0,109.00
27845171,FACEBOOKADS - PROSPECT,FACEBOOK,M+T SITE,4458147353,27,female,são paulo,20180621,20180620,20180617,20190409,0,0,1,1,199.00
31980187,CRM - EMAIL,TRANSACTIONAL,M+T SITE,4472773612,50,female,minas gerais,20190821,20190819,20190810,,0,0,0,0,349.79
35678388,DIRECT,DIRECT,APP ANDROID,21718540,27,female,rio grande do sul,20190828,20190819,20190810,,0,0,0,1,204.98
26738276,SOCIAL,FACEBOOK,DESKTOP,88343184,42,female,santa catarina,20180412,20180409,20180401,,0,0,1,0,99.00
28426685,SEM NON-BRAND,GOOGLE,DESKTOP,4459627722,39,female,são paulo,20180803,20180803,20180731,,0,0,1,1,139.98
34732809,SEM BRAND,GOOGLE,M+T SITE,4470931662,35,female,minas gerais,20190704,20190627,20190622,20190622,1,0,0,1,164.97
27725885,CRM - EMAIL,FACEBOOK,DESKTOP,65111334,27,female,pernambuco,20180706,20180620,20180608,20180622,0,0,0,1,164.89
33450566,SEM NON-BRAND,GOOGLE,DESKTOP,4469395172,28,male,são paulo,20190520,20190522,20190514,,0,0,1,0,29.99
29070740,CRM - APPPUSH,APPLIFT,APP ANDROID,2553584,22,female,são paulo,20180928,20180928,20180919,20181109,0,0,1,1,223.88
20675196,ORGANIC,GOOGLE,DESKTOP,4473635677,32,female,são paulo,20190910,20190909,20190904,,0,0,0,1,69.99
35039286,CRM - EMAIL,FACEBOOK,M+T SITE,4471462812,20,female,são paulo,20190725,20190713,20190707,20190717,1,0,0,0,409.00
28611124,AFFILIATES - GENERAL,FACEBOOK,APP ANDROID,1906248,39,female,goiás,20180905,20180830,20180812,20190118,0,0,0,1,189.99
36108421,ORGANIC,GOOGLE,DESKTOP,4473768772,18,female,minas gerais,20190919,20190916,20190908,20190908,1,0,0,1,99.00
33300522,FACEBOOKADS - APP,FACEBOOK,APP IOS,4469415080,26,female,rio de janeiro,20190516,20190516,20190515,,0,0,0,1,299.00
35848088,SOCIAL,FACEBOOK,M+T SITE,22570485,45,male,são paulo,20190828,20190826,20190822,,0,0,0,1,69.99
23486774,DISPLAY,GLISPA,APP ANDROID,4469883537,26,female,são paulo,20190605,20190603,20190526,20190610,0,0,1,0,149.80
27209519,DIRECT,UNKNOWN,DESKTOP,22194354,22,female,bahia,20180517,,20180506,,1,0,0,0,79.90
31402148,FACEBOOKADS - STATIC,FACEBOOK,M+T SITE,4466594807,32,male,rio de janeiro,20190321,20190416,20190216,,1,0,0,0,129.90
22693895,SEM NON-BRAND,GOOGLE,M+T SITE,68164984,32,female,minas gerais,20180406,20180331,20180321,,0,0,0,1,189.99
26788488,DIRECT,DIRECT,APP ANDROID,63332474,21,female,rio grande do sul,20180417,20180412,20180404,20190322,0,0,0,1,269.99
27230080,DIRECT,DIRECT,APP ANDROID,1810387,21,female,são paulo,20180816,20180815,20180808,20180822,0,0,0,1,189.00
1878395,FACEBOOKADS - APP,FACEBOOK,APP ANDROID,99117544,46,female,distrito federal,20180124,20180117,20180112,20180112,0,0,0,1,299.00
28651052,COMPARISON,GOOGLE,DESKTOP,1974060,42,male,ceará,20180830,20180825,20180815,20180909,0,0,0,0,164.99
28706717,FACEBOOKADS - STATIC,FACEBOOK,M+T SITE,4460352831,30,male,são paulo,20180906,20180824,20180819,,1,0,0,0,99.90
25204316,DIRECT,GOOGLE,DESKTOP,59217974,23,female,são paulo,20180419,20180416,20180411,20181202,0,0,0,1,349.99
577951,SEM BRAND,GOOGLE,M+T SITE,24894072,40,female,amazonas,20191001,20190926,20190923,,0,0,0,1,354.09
29374776,SEM BRAND,GOOGLE,DESKTOP,4462183837,34,female,rio grande do sul,20181030,20181022,20181015,,0,0,0,1,119.98
27775204,COMPARISON,GOOGLE,M+T SITE,4458027121,27,female,rio de janeiro,20180629,20180620,20180614,,0,0,0,1,34.99
29400189,ORGANIC,GOOGLE,DESKTOP,3017757,69,female,paraná,20181029,20181019,20181015,20181015,0,0,0,1,228.96
27643139,SEM BRAND,GOOGLE,DESKTOP,84977534,47,female,são paulo,20180628,20180607,20180604,,0,0,0,1,229.99
32381293,SEM BRAND,GOOGLE,M+T SITE,4468695191,37,male,são paulo,20190426,20190429,20190424,,0,0,0,1,179.99
29772709,SEM NON-BRAND,GOOGLE,M+T SITE,4462958904,25,female,são paulo,,,20181107,,0,0,1,0,79.90
26707796,SEM BRAND,GOOGLE,DESKTOP,37358584,49,male,rio de janeiro,20180410,20180406,20180329,,0,0,0,1,109.90
13022626,CRM - EMAIL,GOOGLE,DESKTOP,55215464,29,female,rio grande do sul,20180221,20180215,20180206,20180219,0,0,0,1,199.90
3989391,DIRECT,DIRECT,APP ANDROID,4473772235,4,male,bahia,20190913,20190912,20190908,20190914,0,0,0,0,329.99
33248998,COMPARISON,GOOGLE,DESKTOP,4469354409,27,female,espírito santo,20190528,20190522,20190513,,0,0,0,1,144.98
34604289,SEM BRAND,GOOGLE,M+T SITE,18454025,34,female,são paulo,,20190626,20190616,,1,0,0,0,49.90
29459312,ORGANIC,GOOGLE,DESKTOP,4462356982,19,male,rio grande do sul,20181116,20181210,20181019,,1,0,0,0,89.70
30203105,SEM NON-BRAND,GOOGLE,APP IOS,4464016112,23,female,pernambuco,20181221,20181211,20181125,,0,0,0,1,199.97
25552409,DISPLAY,APPLIFT,APP ANDROID,79993344,21,female,sao paulo,20180215,20180126,20180117,,0,0,0,1,119.99
27433524,SEM BRAND,GOOGLE,DESKTOP,15354314,35,male,são paulo,20180529,20180606,20180521,,0,0,0,1,212.98
35885213,FACEBOOKADS - APP,FACEBOOK,APP IOS,4473907022,24,female,rio de janeiro,,20190923,20190912,,1,0,0,0,62.13
27430586,DIRECT,DIRECT,APP IOS,37828234,27,female,são paulo,20180530,20180601,20180524,,0,0,0,1,199.00
34707037,SEM BRAND,GOOGLE,M+T SITE,4470892309,39,male,distrito federal,,20190711,20190621,,1,0,0,0,109.99
27700515,CRM - APPPUSH,FACEBOOK,APP ANDROID,53617334,23,female,paraná,20180702,20180622,20180607,20180610,1,0,0,0,139.99
29062342,DIRECT,GOOGLE,DESKTOP,4461361237,36,female,são paulo,20180925,20180924,20180919,20180919,0,0,1,1,414.93
30230453,DIRECT,UNKNOWN,DESKTOP,4463963569,47,female,distrito federal,20181212,20181201,20181125,,0,0,0,0,141.99
32229523,SEM BRAND,GOOGLE,DESKTOP,4468369442,22,female,são paulo,20190426,20190418,20190413,,0,0,0,1,274.96
34620199,ORGANIC,GOOGLE,DESKTOP,4470805248,21,female,goiás,,20190628,20190618,,1,0,0,0,119.89
31709154,DIRECT,TOP+BANNER,APP ANDROID,4467186332,28,female,rio de janeiro,20190403,20190320,20190310,,0,0,1,1,213.87
33405205,FACEBOOKADS - STATIC,FACEBOOK,DESKTOP,4469369921,25,female,rio grande do sul,20190524,20190527,20190513,,0,0,1,1,169.00
32030404,ORGANIC,GOOGLE,DESKTOP,4467894750,25,female,rio de janeiro,20190418,20190406,20190331,20191003,0,0,0,0,179.90
30116647,COMPARISON,GLISPA,APP ANDROID,4463759316,39,male,rio de janeiro,20181212,20181129,20181123,20181123,0,0,0,1,294.98
21733174,FACEBOOKADS - APP,FACEBOOK,APP ANDROID,10778842,40,female,são paulo,20190314,20190311,20190303,20190303,1,0,0,1,232.95
27105514,FACEBOOKADS - STATIC,FACEBOOK,M+T SITE,39999754,20,male,são paulo,20180523,20180505,20180430,,1,0,0,0,158.90
26639518,CRM - EMAIL,AUTOMATED,DESKTOP,4474500952,52,female,bahia,,20191008,20191001,20191001,1,0,0,0,162.89
21867740,FACEBOOKADS - APP,FACEBOOK,APP ANDROID,4471455079,32,female,são paulo,20190711,20190710,20190707,,0,0,0,1,164.99
35979795,COMPARISON,GOOGLE,M+T SITE,4473475416,30,female,bahia,20190919,20190910,20190831,,0,0,0,1,189.90
28431967,DISPLAY,GLISPA,APP ANDROID,4459616121,39,male,rio grande do sul,20180816,20180807,20180731,,1,0,0,0,129.00
32062251,SEM BRAND,GOOGLE,M+T SITE,13950725,10,male,pernambuco,20190430,20190427,20190421,20190421,1,0,1,1,448.73
34665289,FACEBOOKADS - STATIC,FACEBOOK,M+T SITE,4470864893,53,female,distrito federal,20190628,20190702,20190620,,0,0,1,0,99.00
35777580,FACEBOOKADS - APP,FACEBOOK,APP ANDROID,4473040387,40,male,minas gerais,20190823,20190823,20190818,,0,0,0,1,389.97
28307937,REMARKETING,FACEBOOK,M+T SITE,4459287994,54,female,bahia,20180814,20180731,20180722,,0,0,0,0,249.99
31934802,SEM BRAND,GOOGLE,M+T SITE,4467697731,19,female,rio grande do norte,20190409,20190403,20190325,20190325,0,0,1,1,159.97
34725119,CRM - APPPUSH,PROMOTIONAL,APP ANDROID,18950207,17,female,paraná,20190709,20190708,20190622,,0,0,1,0,69.90
32556285,SEM BRAND,GOOGLE,DESKTOP,14776075,21,female,minas gerais,20190517,20190510,20190503,20190503,1,0,1,0,379.87
27298125,DIRECT,UNKNOWN,DESKTOP,4466648463,54,female,são paulo,20190225,20190225,20190218,,0,0,0,0,194.99
26743758,REMARKETING,FACEBOOK,M+T SITE,56293184,29,male,são paulo,20180409,20180406,20180402,,0,0,1,1,75.00
36610529,DIRECT,UNKNOWN,M+T SITE,4474902765,29,male,goiás,,,20191013,,1,0,0,0,99.90
26927026,SEM BRAND,GOOGLE,M+T SITE,27851774,19,female,são paulo,20180418,20180417,20180415,,0,0,1,0,99.99
34622139,CRM - EMAIL,TRANSACTIONAL,DESKTOP,4471680380,42,female,são paulo,20190716,20190716,20190712,,0,0,1,0,64.99
25204684,REFERRAL,CUPONATION,M+T SITE,4467517163,56,female,são paulo,20190322,20190322,20190320,,0,0,0,1,184.99
34600481,FACEBOOKADS - APP,CRITEO,APP ANDROID,18540333,41,female,minas gerais,20190807,20190701,20190617,20190726,1,0,0,0,73.90
26851835,COMPARISON,GOOGLE,M+T SITE,38992974,55,female,rio de janeiro,20180417,20180413,20180410,20180708,0,0,0,1,54.99
27415733,SEM NON-BRAND,GOOGLE,M+T SITE,74688114,30,female,paraná,20180606,20180608,20180520,,0,0,0,0,329.90
27476430,CRM - EMAIL,FACEBOOK,M+T SITE,49157234,28,female,são paulo,20180619,20180614,20180525,20190704,1,0,0,0,89.52
27188297,DIRECT,APPLIFT,APP ANDROID,11736354,27,female,goiás,20180521,20180517,20180506,20180705,0,0,0,1,199.90
32119408,DIRECT,GOOGLE,DESKTOP,4468113357,29,male,rio de janeiro,20190425,20190412,20190406,20190506,0,0,1,0,198.00
28585580,CRM - EMAIL,EMAIL MARKETING,APP ANDROID,1997302,43,female,são paulo,20180824,20180822,20180816,20180908,0,0,1,0,189.00
24129391,DIRECT,DIRECT,APP ANDROID,12915224,29,female,para,20180227,20180215,20180120,20180328,0,0,1,1,189.87
27832354,CRM - EMAIL,OTHER,DESKTOP,4458205558,50,male,são paulo,20180703,20180621,20180618,,0,0,0,0,439.99
27422693,FACEBOOKADS - PROSPECT,FACEBOOK,M+T SITE,23939114,47,female,paraná,20180604,20180604,20180520,,0,0,0,1,149.99
35725027,REMARKETING,GOOGLE,DESKTOP,4472902377,57,female,são paulo,20190820,20190819,20190814,20190824,0,0,0,0,231.77
32624572,CRM - EMAIL,AUTOMATED,DESKTOP,4469135730,26,male,paraná,20190514,20190513,20190507,20190507,0,0,0,1,139.00
27040821,DIRECT,UNKNOWN,DESKTOP,87881654,33,male,rio de janeiro,20180523,20180519,20180425,,1,0,0,0,129.90
36493362,COMPARISON,GOOGLE,M+T SITE,4474653686,31,female,são paulo,,,20191005,,1,0,0,0,179.90
25807380,CRM - APPPUSH,FACEBOOK,APP ANDROID,53157544,18,female,sao paulo,20180122,20180118,20180112,20190911,0,0,0,0,134.98
31999451,FACEBOOKADS - PROSPECT,CRITEO,DESKTOP,4467865461,35,female,rio de janeiro,20190408,20190408,20190330,20190421,0,0,0,1,104.99
27203020,DIRECT,EXCHANGED,APP ANDROID,21553354,39,female,goiás,20180522,20180528,20180507,20180507,1,0,0,0,390.79
2569267,FACEBOOKADS - PROSPECT,FACEBOOK,M+T SITE,5197454,36,male,são paulo,20181122,20181126,20181120,,0,0,0,0,101.78
23447728,FACEBOOKADS - APP,FACEBOOK,APP IOS,91651694,29,female,sao paulo,20180308,20180306,20180302,,0,0,0,1,199.00
28603709,DIRECT,UNKNOWN,M+T SITE,1903542,41,female,são paulo,20180820,20180828,20180812,,0,0,0,1,89.99
28528604,ORGANIC,CRITEO,DESKTOP,1796112,59,female,são paulo,20180823,20180814,20180807,20180831,0,0,0,0,169.90
22293787,CRM - WEBPUSH,PROMOTIONAL,DESKTOP,15258754,21,female,bahia,20180523,20180514,20180501,,0,0,1,0,49.99
34190445,COMPARISON,GOOGLE,M+T SITE,17021023,37,female,santa catarina,20190614,20190610,20190530,,0,0,0,1,64.99
3486415,FACEBOOKADS - APP,FACEBOOK,APP ANDROID,4466993505,33,female,santa catarina,20190314,20190311,20190302,,0,0,1,0,99.00
32304357,CRM - APPPUSH,EXCHANGED,APP ANDROID,4468558702,37,female,bahia,20190515,20190426,20190419,20190419,0,0,0,1,474.92
26532369,CRM - EMAIL,FACEBOOK,DESKTOP,78131484,22,female,sao paulo,20180410,20180321,20180316,20180725,0,0,0,1,194.88
26309333,FACEBOOKADS - APP,FACEBOOK,APP IOS,22151764,20,female,sao paulo,20180227,20180227,20180218,,0,0,1,1,189.00
30246367,REMARKETING,FACEBOOK,M+T SITE,4464033634,26,female,paraná,20181220,20181209,20181126,,0,0,0,1,102.99
36600630,ORGANIC,GOOGLE,DESKTOP,4474849791,32,female,são paulo,20191016,,20191011,20191011,1,0,1,1,314.60
30593261,CRM - APPPUSH,EXCHANGED,APP ANDROID,4464816537,24,female,espírito santo,20190108,20181228,20181214,20190822,0,0,0,0,139.90
27509815,REMARKETING,CRITEO,DESKTOP,78168634,46,female,rio de janeiro,20180620,20180615,20180527,20190217,0,0,0,0,259.79
27206520,DIRECT,DIRECT,APP IOS,51312414,30,female,são paulo,20180601,20180516,20180507,,1,0,0,0,29.90
28447141,COMPARISON,CRITEO,DESKTOP,4459676465,28,male,são paulo,20180808,20180807,20180801,20180802,0,0,0,1,124.99
11229316,EXCHANGED,EXCHANGED,APP ANDROID,35539124,35,female,pernambuco,20180221,20180206,20180201,20180408,0,0,1,0,149.00
4827998,DIRECT,DIRECT,APP ANDROID,23857184,22,male,bahia,20180420,20180411,20180401,20180401,1,0,1,1,1903.72
29289076,DISPLAY,UOL,M+T SITE,4462002840,36,female,minas gerais,20181024,20181015,20181009,,0,0,0,1,104.99
3528573,EXCHANGED,EXCHANGED,DESKTOP,4469476561,33,female,rio de janeiro,20190603,20190522,20190516,20190614,0,0,1,1,138.99
29368508,AFFILIATES - GENERAL,PROMOTIONAL,APP ANDROID,2989076,48,female,rio grande do sul,20181101,20181023,20181012,20181122,0,0,0,1,79.99
35561927,ORGANIC,GOOGLE,DESKTOP,4472489865,21,female,paraná,20190816,20190816,20190804,,0,0,0,1,169.00
28141872,FACEBOOKADS - APP,FACEBOOK,APP ANDROID,4458851183,29,female,são paulo,20180712,20180714,20180709,,0,0,0,1,159.99
36017756,NOT IDENTIFIED TRACKER,NOT IDENTIFIED TRACKER,DESKTOP,4473528943,21,male,rio grande do norte,20190924,20190912,20190902,,0,0,0,1,284.97
25862500,SEM BRAND,GOOGLE,DESKTOP,87732544,34,female,rio grande do sul,20180125,20180119,20180111,20180111,1,0,0,1,189.86
35250261,COMPARISON,GOOGLE,DESKTOP,20415560,25,female,distrito federal,20190726,20190720,20190716,,0,0,0,1,64.99
28880374,DIRECT,UNKNOWN,DESKTOP,4460814690,27,female,são paulo,20180919,20180912,20180903,,0,0,0,1,99.90
35550995,DIRECT,UNKNOWN,DESKTOP,23133042,43,male,são paulo,,20190911,20190830,,1,0,0,0,89.90
26459193,SEM BRAND,GOOGLE,M+T SITE,22582994,26,female,rio de janeiro,20180403,20180329,20180303,,0,0,0,1,199.90
3263901,ORGANIC,GOOGLE,DESKTOP,10924944,27,female,são paulo,20190321,20190327,20190309,,1,0,0,0,105.80
25675767,ORGANIC,GOOGLE,DESKTOP,39374764,22,female,sao paulo,20180222,20180221,20180216,,0,0,1,0,189.00
29064376,NOT IDENTIFIED MAPPING,NOT IDENTIFIED MAPPING,APP ANDROID,4461371931,23,female,são paulo,20181003,20180921,20180919,,1,0,0,0,114.94
27567459,SEM BRAND,GOOGLE,M+T SITE,15446834,36,female,paraná,20180621,20180608,20180530,,0,0,0,1,149.99
34033276,COMPARISON,GOOGLE,M+T SITE,4469812932,40,female,são paulo,20190611,20190607,20190524,,0,0,0,1,79.99
36228931,FACEBOOKADS - APP,FACEBOOK,APP ANDROID,4474895204,31,female,são paulo,,,20191013,,0,0,0,0,149.99
35862224,ORGANIC,GOOGLE,M+T SITE,4473216991,23,female,rio grande do norte,20190829,20190902,20190823,,0,0,0,1,199.90
12410682,EXCHANGED,EXCHANGED,APP IOS,44234124,31,female,distrito federal,20180208,20180205,20180131,20190127,0,0,1,0,189.00
28735594,ORGANIC,GOOGLE,DESKTOP,4460470256,52,female,minas gerais,20180903,20180830,20180822,,0,0,1,0,198.00
1188127,CRM - EMAIL,TRANSACTIONAL,DESKTOP,4458979186,26,male,são paulo,20180717,20180717,20180712,20180712,1,0,0,1,375.79
26384279,CRM - APPPUSH,APPLIFT,APP ANDROID,25862694,36,female,minas gerais,20180308,20180306,20180301,20180301,0,0,0,0,135.88
27242592,DIRECT,UNKNOWN,DESKTOP,54843214,20,male,são paulo,20180525,20180517,20180510,,1,0,0,0,99.00
30146353,SEM BRAND,GOOGLE,M+T SITE,4463805763,28,female,rio grande do sul,20181217,20181203,20181123,20181123,1,0,0,1,154.89
24442392,FACEBOOKADS - APP,FACEBOOK,APP IOS,4472965613,23,female,pernambuco,20190830,20190822,20190815,,0,0,0,1,149.99
32593552,DIRECT,DIRECT,APP ANDROID,15012598,16,female,são paulo,20190510,20190509,20190506,,0,0,0,0,159.98
32608897,SEM NON-BRAND,YAHOO,DESKTOP,4469108500,42,female,rio grande do sul,20190517,20190511,20190506,,0,0,0,0,159.90
28358827,DIRECT,DIRECT,APP IOS,4467648986,24,female,rio grande do norte,20190408,20190330,20190324,20190602,0,0,1,0,188.98
29466655,FACEBOOKADS - STATIC,FACEBOOK,M+T SITE,4462395850,48,female,são paulo,20181101,20181025,20181021,,1,0,0,0,99.00
22343186,DISPLAY,FACEBOOK,APP IOS,27589614,23,female,piauí,20180530,20180524,20180511,20190327,0,0,0,1,159.97
28404589,DIRECT,DIRECT,APP IOS,1570799,29,male,são paulo,20180807,20180807,20180729,,0,0,0,1,124.99
35641680,COMPARISON,GOOGLE,DESKTOP,4472728298,27,male,minas gerais,20190821,20190821,20190809,20190809,1,0,0,0,659.89
28746221,COMPARISON,GOOGLE,M+T SITE,4460496403,20,male,são paulo,20180828,20180828,20180823,,0,0,0,1,259.90
36076155,FACEBOOKADS - STATIC,FACEBOOK,M+T SITE,4473672502,45,female,bahia,20190911,20190909,20190905,,0,0,0,0,219.89
27275253,ORGANIC,GOOGLE,DESKTOP,28176814,20,female,são paulo,20180607,20180523,20180515,,0,0,1,0,189.00
31163130,FACEBOOKADS - APP,FACEBOOK,APP IOS,9869102,34,female,são paulo,20190219,20190212,20190203,20190622,0,0,0,1,104.99
859303,ORGANIC,GOOGLE,DESKTOP,79495744,57,male,sao paulo,20180205,20180122,20180111,,0,0,1,1,102.98
36018802,COMPARISON,GOOGLE,M+T SITE,4473551667,32,female,goiás,,20190911,20190902,,1,0,0,0,65.80
13066610,ORGANIC,GOOGLE,DESKTOP,24006871,34,female,são paulo,20190913,20190913,20190910,,0,0,0,1,122.97
32195788,SEM NON-BRAND,GOOGLE,M+T SITE,4468329078,20,female,santa catarina,20190424,20190418,20190411,20190412,0,0,0,1,199.00
21167784,CRM - EMAIL,GOOGLE,M+T SITE,4464484708,33,female,rio grande do norte,20190103,20181226,20181206,20190128,0,0,0,1,317.97
34799604,CRM - APPPUSH,FACEBOOK,APP ANDROID,4471067102,25,female,são paulo,20190701,20190628,20190626,20190814,0,0,1,1,99.00
27226946,DIRECT,UNKNOWN,M+T SITE,91858414,30,female,rio grande do norte,20180525,20180521,20180508,,0,0,0,1,524.99
26075930,ORGANIC,GOOGLE,DESKTOP,19479009,20,female,paraná,20190718,20190717,20190701,,0,0,0,1,129.99
35962198,SOCIAL,FACEBOOK,DESKTOP,4473406181,37,female,são paulo,20190905,20190902,20190829,,0,0,1,1,189.89
30900716,NOT IDENTIFIED TRACKER,NOT IDENTIFIED TRACKER,APP IOS,4466608436,26,male,são paulo,20190220,20190220,20190217,,0,0,0,1,299.00
35852571,FACEBOOKADS - STATIC,FACEBOOK,M+T SITE,4473208110,33,female,piauí,20190903,20190830,20190822,,0,0,0,1,179.99
30923287,FACEBOOKADS - APP,FACEBOOK,APP ANDROID,11315047,20,female,são paulo,20190326,20190328,20190317,20190923,0,0,0,1,29.99
29467820,REMARKETING,FACEBOOK,DESKTOP,4462406055,26,female,paraíba,20181106,20181031,20181021,,0,0,0,1,74.99
28906385,SEM NON-BRAND,GOOGLE,M+T SITE,4460887404,23,female,espírito santo,20180917,20180912,20180905,,0,0,0,1,49.99
22346510,ORGANIC,GOOGLE,M+T SITE,4470073256,26,female,minas gerais,20190613,20190606,20190531,,0,0,1,0,99.00
26246912,REMARKETING,FACEBOOK,M+T SITE,74324564,35,female,distrito federal,20180228,20180224,20180218,,0,0,1,1,213.99
31123089,ORGANIC,GOOGLE,DESKTOP,4465869166,36,female,são paulo,20190131,20190130,20190123,,1,0,0,0,229.90
22033728,REMARKETING,RTB HOUSE,DESKTOP,1273703,30,male,são paulo,20180718,20180718,20180713,,0,0,0,1,274.89
27039202,DIRECT,UNKNOWN,DESKTOP,58267654,18,male,são paulo,20180521,20180430,20180425,,0,0,0,0,69.99
28580041,SEM NON-BRAND,GOOGLE,APP ANDROID,2034587,52,female,distrito federal,20180911,20180829,20180820,,0,0,1,1,124.95
34844101,DISPLAY,INFLEUX,APP IOS,4471136206,26,female,minas gerais,20190705,20190703,20190628,,0,0,1,0,199.00
34882471,FACEBOOKADS - STATIC,FACEBOOK,M+T SITE,4471186002,23,male,são paulo,20190703,20190702,20190630,,0,0,1,0,199.00
33958261,ORGANIC,GOOGLE,DESKTOP,4469685457,32,female,são paulo,20190527,20190524,20190521,,0,0,0,1,94.99
26512273,DIRECT,CUPONOMIA,APP ANDROID,44669194,23,male,espirito santo,20180323,20180317,20180312,20180312,0,0,0,1,169.00
30767240,FACEBOOKADS - APP,FACEBOOK,APP ANDROID,4465086443,41,male,distrito federal,20190108,20190103,20181225,20181225,0,0,0,0,499.90
28311890,CRM - EMAIL,OTHER,DESKTOP,4459281562,32,female,pernambuco,20180810,20180728,20180722,,1,0,0,0,139.80
26541431,ORGANIC,GOOGLE,DESKTOP,34945594,30,female,bahia,20180410,20180330,20180310,,1,0,0,0,89.70
36620129,UNKNOWN,UNKNOWN,M+T SITE,4474928887,30,male,paraná,,,20191014,,0,0,1,0,119.00
13288217,FACEBOOKADS - STATIC,FACEBOOK,M+T SITE,4470333526,21,female,espírito santo,20190619,20190617,20190606,,0,0,1,1,149.00
34295809,CRM - EMAIL,TRANSACTIONAL,M+T SITE,4470142126,30,male,são paulo,20190605,20190605,20190602,,0,0,0,1,249.80
35149985,SEM BRAND,GOOGLE,M+T SITE,4471697644,39,female,rio grande do sul,20190729,20190723,20190712,,0,0,0,1,303.84
30401571,FACEBOOKADS - APP,FACEBOOK,APP ANDROID,4464412590,48,male,minas gerais,20181218,20181214,20181204,,0,0,0,0,179.99
27413592,SEM NON-BRAND,GOOGLE,APP ANDROID,89727114,42,female,espírito santo,20180601,20180605,20180520,,0,0,1,1,252.96
27682237,REMARKETING,GOOGLE,M+T SITE,4473498706,41,female,rio grande do sul,20190909,20190909,20190901,20190910,0,0,0,0,124.99
29401553,DIRECT,FACEBOOK,M+T SITE,4462218871,40,male,rio de janeiro,20181121,20181027,20181016,20190701,0,0,0,1,154.99
26311379,AFFILIATES - GENERAL,MUCCA SHOP,M+T SITE,83192764,38,male,parana,20180307,20180314,20180216,,1,0,0,0,129.98
30260669,FACEBOOKADS - APP,FACEBOOK,APP ANDROID,4464131646,34,male,minas gerais,20181213,20181205,20181127,20190211,0,0,0,1,104.99
12144612,REMARKETING,RTB HOUSE,DESKTOP,24238964,42,female,paraiba,20180227,20180220,20180213,,0,0,1,0,214.87
28777667,CRM - EMAIL,GOOGLE,DESKTOP,4468950821,22,female,rio de janeiro,20190510,20190510,20190502,20190717,0,0,0,0,184.99
34457830,COMPARISON,GOOGLE,M+T SITE,4470514057,40,female,rio de janeiro,,20190617,20190610,,1,0,0,0,149.00
